Wigan,Aston Villa,0,0
Arsenal,Tottenham,5,2
Norwich,Man United,1,2
Stoke,Swansea,2,0
Blackburn,Aston Villa,1,1
Liverpool,Arsenal,1,2
Man City,Bolton,2,0
QPR,Everton,1,1
Stoke,Norwich,1,0
West Brom,Chelsea,1,0
Wigan,Swansea,0,2
Fulham,Wolves,5,0
Newcastle,Sunderland,1,1
Tottenham,Man United,1,3
Aston Villa,Fulham,1,0
Bolton,QPR,2,1
Chelsea,Stoke,1,0
Everton,Tottenham,1,0
Sunderland,Liverpool,1,0
Wolves,Blackburn,0,2
Man United,West Brom,2,0
Norwich,Wigan,1,1
Swansea,Man City,1,0
Arsenal,Newcastle,2,1
Liverpool,Everton,3,0
Fulham,Swansea,0,3
Wigan,West Brom,1,1
Newcastle,Norwich,1,0
Wolves,Man United,0,5
Blackburn,Sunderland,2,0
Everton,Arsenal,0,1
Man City,Chelsea,2,1
QPR,Liverpool,3,2
Tottenham,Stoke,1,1
Arsenal,Aston Villa,3,0
Bolton,Blackburn,2,1
Chelsea,Tottenham,0,0
Liverpool,Wigan,1,2
Norwich,Wolves,2,1
Stoke,Man City,1,1
Sunderland,QPR,3,1
Swansea,Everton,0,2
West Brom,Newcastle,1,3
Man United,Fulham,1,0
Aston Villa,Chelsea,2,4
Everton,West Brom,2,0
Fulham,Norwich,2,1
Man City,Sunderland,3,3
QPR,Arsenal,2,1
Wigan,Stoke,2,0
Wolves,Bolton,2,3
Newcastle,Liverpool,2,0
Tottenham,Swansea,3,1
Blackburn,Man United,0,2
Swansea,Newcastle,0,2
Bolton,Fulham,0,3
Chelsea,Wigan,2,1
Liverpool,Aston Villa,1,1
Norwich,Everton,2,2
Stoke,Wolves,2,1
Sunderland,Tottenham,0,0
West Brom,Blackburn,3,0
Arsenal,Man City,1,0
Man United,QPR,2,0
Aston Villa,Stoke,1,1
Everton,Sunderland,4,0
Fulham,Chelsea,1,1
Newcastle,Bolton,2,0
Tottenham,Norwich,1,2
Blackburn,Liverpool,2,3
Man City,West Brom,4,0
QPR,Swansea,3,0
Wigan,Man United,1,0
Wolves,Arsenal,0,3
Norwich,Man City,1,6
Sunderland,Wolves,0,0
Swansea,Blackburn,3,0
West Brom,QPR,1,0
Man United,Aston Villa,4,0
Arsenal,Wigan,1,2
Arsenal,Chelsea,0,0
Aston Villa,Sunderland,0,0
Blackburn,Norwich,2,0
Bolton,Swansea,1,1
Fulham,Wigan,2,1
Newcastle,Stoke,3,0
QPR,Tottenham,1,0
Liverpool,West Brom,0,1
Man United,Everton,4,4
Wolves,Man City,0,2
Aston Villa,Bolton,1,2
Everton,Fulham,4,0
Norwich,Liverpool,0,3
Stoke,Arsenal,1,1
Sunderland,Bolton,2,2
Swansea,Wolves,4,4
West Brom,Aston Villa,0,0
Wigan,Newcastle,4,0
Chelsea,QPR,6,1
Tottenham,Blackburn,2,0
Man City,Man United,1,0
Liverpool,Fulham,0,1
Stoke,Everton,1,1
Bolton,Tottenham,1,4
Chelsea,Newcastle,0,2
Arsenal,Norwich,3,3
Aston Villa,Tottenham,1,1
Bolton,West Brom,2,2
Fulham,Sunderland,2,1
Man United,Swansea,2,0
Newcastle,Man City,0,2
QPR,Stoke,1,0
Wolves,Everton,0,0
Blackburn,Wigan,0,1
Liverpool,Chelsea,4,1
Chelsea,Blackburn,2,1
Everton,Newcastle,3,1
Man City,QPR,3,2
Norwich,Aston Villa,2,0
Stoke,Bolton,2,2
Sunderland,Man United,0,1
Swansea,Liverpool,1,0
Tottenham,Fulham,2,0
West Brom,Arsenal,2,3
Wigan,Wolves,3,2
